"Worker ID","Link to Individual Worker Page","Number of HITs approved or rejected - Lifetime","Number of HITs approved - Lifetime","Your Lifetime approval rate","Number of HITs approved or rejected - Last 30 days","Number of HITs approved - Last 30 days","Your Last 30 days approval rate","Number of HITs approved or rejected - Last 7 days","Number of HITs approved - Last 7 days","Your Last 7 days approval rate","CURRENT-took part in a tapseq task","UPDATE-took part in a tapseq task","CURRENT-temp qualification","UPDATE-temp qualification","CURRENT-participated in the past","UPDATE-participated in the past","CURRENT-eligible for testing 1 week birds","UPDATE-eligible for testing 1 week birds","CURRENT-eligible for next step memory rep","UPDATE-eligible for next step memory rep","CURRENT-eligible for memory testing 1 week","UPDATE-eligible for memory testing 1 week","CURRENT-completed working memory test","UPDATE-completed working memory test","CURRENT-completed multicategory memory test","UPDATE-completed multicategory memory test","CURRENT-completed memory rep","UPDATE-completed memory rep","CURRENT-completed memory encoding 24h","UPDATE-completed memory encoding 24h","CURRENT-completed encoding successfully ","UPDATE-completed encoding successfully ","CURRENT-completed encoding multicategory memory test","UPDATE-completed encoding multicategory memory test","CURRENT-completed day5","UPDATE-completed day5","CURRENT-completed day4","UPDATE-completed day4","CURRENT-completed day3","UPDATE-completed day3","CURRENT-completed day2","UPDATE-completed day2","CURRENT-completed day1","UPDATE-completed day1","CURRENT-completed birds memory rep","UPDATE-completed birds memory rep","CURRENT-Completed My Experiment Already","UPDATE-Completed My Experiment Already","CURRENT BlockStatus","UPDATE BlockStatus","BlockReason"
"AKNYT1NTK2UFK","https://gamma-requester.mturk.com/workers/AKNYT1NTK2UFK","1","1","100.00%","0","0","0.00%","0","0","0.00%","1","","","","","","","","","","","","","","","","100","","","","","","","","0","","0","","","","","","","","","","","","Never Blocked","",""
"AKQAI78JTXXC9","https://gamma-requester.mturk.com/workers/AKQAI78JTXXC9","1","1","100.00%","0","0","0.00%","0","0","0.00%","1","","","","","","","","","","","","","","","","100","","","","","","","","0","","0","","","","","","","","","","1","","Never Blocked","",""
"AKSF4WKQEINIS","https://gamma-requester.mturk.com/workers/AKSF4WKQEINIS","1","1","100.00%","0","0","0.00%","0","0","0.00%","1","","","","","","","","","","","","","","","","100","","","","","","","","0","","0","","","","","","","","","","1","","Never Blocked","",""
"AKSQ73RWZ9428","https://gamma-requester.mturk.com/workers/AKSQ73RWZ9428","3","3","100.00%","0","0","0.00%","0","0","0.00%","1","","","","","","","","","","","","","","","","100","","","","","","","","0","","0","","1","","1","","1","","","","","","Never Blocked","",""
"AKWAO862UBFU1","https://gamma-requester.mturk.com/workers/AKWAO862UBFU1","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"AKWM0TYF6WNH5","https://gamma-requester.mturk.com/workers/AKWM0TYF6WNH5","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","100","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"AKX9W0NF71OI7","https://gamma-requester.mturk.com/workers/AKX9W0NF71OI7","1","1","100.00%","0","0","0.00%","0","0","0.00%","1","","","","","","","","","","","","","","","","100","","","","","","","","0","","0","","","","","","","","","","1","","Never Blocked","",""
"AKZ8SFOAI4RZN","https://gamma-requester.mturk.com/workers/AKZ8SFOAI4RZN","1","1","100.00%","0","0","0.00%","0","0","0.00%","1","","","","","","","","","","","","","","","","100","","","","","","","","0","","0","","","","","","","","","","1","","Never Blocked","",""
"AKZUP3VY594E8","https://gamma-requester.mturk.com/workers/AKZUP3VY594E8","1","1","100.00%","0","0","0.00%","0","0","0.00%","1","","","","","","","","","","","","","","","","100","","","","","","","","0","","0","","","","","","","","","","","","Never Blocked","",""
"AL113DDABUJQ0","https://gamma-requester.mturk.com/workers/AL113DDABUJQ0","1","0","0.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"AL59HC7UB4RT0","https://gamma-requester.mturk.com/workers/AL59HC7UB4RT0","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"AL84FSIS4UM1Q","https://gamma-requester.mturk.com/workers/AL84FSIS4UM1Q","2","2","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","Never Blocked","",""
"ALAD0NIVH2XMJ","https://gamma-requester.mturk.com/workers/ALAD0NIVH2XMJ","1","1","100.00%","1","1","100.00%","1","1","100.00%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"ALCPF5NANBDSZ","https://gamma-requester.mturk.com/workers/ALCPF5NANBDSZ","2","2","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","Never Blocked","",""
"ALDAL97WR0CYZ","https://gamma-requester.mturk.com/workers/ALDAL97WR0CYZ","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"ALDQRWYZ8KQ9A","https://gamma-requester.mturk.com/workers/ALDQRWYZ8KQ9A","5","5","100.00%","0","0","0.00%","0","0","0.00%","1","","","","","","","","","","","","","","","","100","","","","","","","","1","","1","","1","","1","","1","","","","","","Never Blocked","",""
"ALEJV7D94ZLHF","https://gamma-requester.mturk.com/workers/ALEJV7D94ZLHF","1","1","100.00%","0","0","0.00%","0","0","0.00%","1","","","","","","","","","","","","","","","","100","","","","","","","","0","","0","","","","","","","","","","1","","Never Blocked","",""
"ALELJ2E7LX48W","https://gamma-requester.mturk.com/workers/ALELJ2E7LX48W","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"ALF9AAZGQP4K5","https://gamma-requester.mturk.com/workers/ALF9AAZGQP4K5","2","2","100.00%","0","0","0.00%","0","0","0.00%","1","","","","","","","","","","","","","","","","100","","","","","","","","0","","0","","","","","","","","","","","","Never Blocked","",""
"ALFHWKHPH59LX","https://gamma-requester.mturk.com/workers/ALFHWKHPH59LX","1","1","100.00%","0","0","0.00%","0","0","0.00%","1","","","","","","","","","","","","","","","","100","","","","","","","","0","","0","","","","","","","","","","","","Never Blocked","",""
"ALHBRVB7YJ7I0","https://gamma-requester.mturk.com/workers/ALHBRVB7YJ7I0","1","1","100.00%","0","0","0.00%","0","0","0.00%","1","","","","","","","","","","","","","","","","100","","","","","","","","0","","0","","","","","","","","","","","","Never Blocked","",""
"ALIVEWC6VZ23V","https://gamma-requester.mturk.com/workers/ALIVEWC6VZ23V","1","1","100.00%","1","1","100.00%","1","1","100.00%","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"ALKF763KECU1H","https://gamma-requester.mturk.com/workers/ALKF763KECU1H","1","1","100.00%","0","0","0.00%","0","0","0.00%","1","","","","","","","","","","","","","","","","100","","","","","","","","0","","0","","","","","","","","","","","","Never Blocked","",""
"ALLGTQLERMXNL","https://gamma-requester.mturk.com/workers/ALLGTQLERMXNL","3","3","100.00%","0","0","0.00%","0","0","0.00%","1","","","","","","","","","","","","","","","","100","","","","","","","","0","","0","","1","","1","","1","","","","","","Never Blocked","",""
"ALMEM1C6U9JBG","https://gamma-requester.mturk.com/workers/ALMEM1C6U9JBG","1","1","100.00%","0","0","0.00%","0","0","0.00%","1","","","","","","","","","","","","","","","","100","","","","","","","","0","","0","","","","","","","","","","1","","Never Blocked","",""
"ALSHKIM4ESJMU","https://gamma-requester.mturk.com/workers/ALSHKIM4ESJMU","1","0","0.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"ALT6TQMZJKSFQ","https://gamma-requester.mturk.com/workers/ALT6TQMZJKSFQ","1","1","100.00%","0","0","0.00%","0","0","0.00%","1","","","","","","","","","","","","","","","","100","","","","","","","","0","","0","","","","","","","","","","","","Never Blocked","",""
"ALTJ8ONS93XVL","https://gamma-requester.mturk.com/workers/ALTJ8ONS93XVL","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"ALUYJP5LX99I5","https://gamma-requester.mturk.com/workers/ALUYJP5LX99I5","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"ALYR5CI2SM2JC","https://gamma-requester.mturk.com/workers/ALYR5CI2SM2JC","4","4","100.00%","1","1","100.00%","1","1","100.00%","1","","","","","","","","","","","","1","","","","100","","","","","","","","0","","0","","","","","","","","","","1","","Never Blocked","",""
"ALZ24XBTJFV9Z","https://gamma-requester.mturk.com/workers/ALZ24XBTJFV9Z","1","1","100.00%","0","0","0.00%","0","0","0.00%","1","","","","","","","","","","","","","","","","100","","","","","","","","0","","0","","","","","","","","","","1","","Never Blocked","",""
"AM12C4SNH6C18","https://gamma-requester.mturk.com/workers/AM12C4SNH6C18","1","1","100.00%","0","0","0.00%","0","0","0.00%","1","","","","","","","","","","","","","","","","100","","","","","","","","0","","0","","","","","","","","","","1","","Never Blocked","",""
"AM2Q3FXQAY0S7","https://gamma-requester.mturk.com/workers/AM2Q3FXQAY0S7","2","2","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","1","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"AM2W23THD4CI7","https://gamma-requester.mturk.com/workers/AM2W23THD4CI7","2","2","100.00%","0","0","0.00%","0","0","0.00%","1","","","","","","","","","","","","","","","","100","","","","","","","","0","","0","","","","1","","1","","","","","","Never Blocked","",""
"AM2XPIQDRJN93","https://gamma-requester.mturk.com/workers/AM2XPIQDRJN93","1","1","100.00%","0","0","0.00%","0","0","0.00%","1","","","","","","","","","","","","","","","","100","","","","","","","","0","","0","","","","","","","","","","1","","Never Blocked","",""
"AM38L58BYJEO3","https://gamma-requester.mturk.com/workers/AM38L58BYJEO3","1","1","100.00%","1","1","100.00%","0","0","0.00%","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"AM5TNXTHWN6PZ","https://gamma-requester.mturk.com/workers/AM5TNXTHWN6PZ","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"AM65LGXJBTJ0I","https://gamma-requester.mturk.com/workers/AM65LGXJBTJ0I","5","5","100.00%","0","0","0.00%","0","0","0.00%","1","","","","","","","","","","","","","","","","100","","","","","","","","1","","1","","1","","1","","1","","","","","","Never Blocked","",""
"AMA18W8F60Y2J","https://gamma-requester.mturk.com/workers/AMA18W8F60Y2J","1","1","100.00%","0","0","0.00%","0","0","0.00%","1","","","","","","","","","","","","","","","","100","","","","","","","","0","","0","","","","","","1","","","","","","Never Blocked","",""
"AMAEYJH3DWA1V","https://gamma-requester.mturk.com/workers/AMAEYJH3DWA1V","3","3","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","1","","","","1","","","","","","1","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"AMAJ3Y94RRUHH","https://gamma-requester.mturk.com/workers/AMAJ3Y94RRUHH","1","1","100.00%","0","0","0.00%","0","0","0.00%","1","","","","","","","","","","","","","","","","100","","","","","","","","0","","0","","","","","","","","","","1","","Never Blocked","",""
"AMBZATQDG38V0","https://gamma-requester.mturk.com/workers/AMBZATQDG38V0","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"AMEBLCWTZKLS2","https://gamma-requester.mturk.com/workers/AMEBLCWTZKLS2","2","2","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","1","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"AMGGOEFKJL8K0","https://gamma-requester.mturk.com/workers/AMGGOEFKJL8K0","1","1","100.00%","0","0","0.00%","0","0","0.00%","1","","","","","","","","","","","","","","","","100","","","","","","","","0","","0","","","","","","","","","","","","Never Blocked","",""
"AMHUDJ44HF1ZH","https://gamma-requester.mturk.com/workers/AMHUDJ44HF1ZH","2","2","100.00%","0","0","0.00%","0","0","0.00%","1","","","","","","","","","","","","","","1","","100","","","","","","","","0","","0","","","","","","","","","","1","","Never Blocked","",""
"AMI4OR8CUAIED","https://gamma-requester.mturk.com/workers/AMI4OR8CUAIED","1","1","100.00%","0","0","0.00%","0","0","0.00%","1","","","","","","","","","","","","","","","","100","","","","","","","","0","","0","","","","","","","","","","1","","Never Blocked","",""
"AMI8H1U9OH4SM","https://gamma-requester.mturk.com/workers/AMI8H1U9OH4SM","1","1","100.00%","0","0","0.00%","0","0","0.00%","1","","","","","","","","","","","","","","","","100","","","","","","","","0","","0","","","","","","1","","","","","","Never Blocked","",""
"AMJI9ZYZWFH5I","https://gamma-requester.mturk.com/workers/AMJI9ZYZWFH5I","1","1","100.00%","0","0","0.00%","0","0","0.00%","1","","","","","","","","","","","","","","","","100","","","","","","","","0","","0","","","","","","","","","","","","Never Blocked","",""
"AMLFALV5AFXNJ","https://gamma-requester.mturk.com/workers/AMLFALV5AFXNJ","2","1","50.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","1","","","","","","1","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"AMNRYECHXZY34","https://gamma-requester.mturk.com/workers/AMNRYECHXZY34","1","1","100.00%","0","0","0.00%","0","0","0.00%","1","","","","","","","","","","","","","","","","100","","","","","","","","0","","0","","","","","","","","","","","","Never Blocked","",""
"AMPMTF5IAAMK8","https://gamma-requester.mturk.com/workers/AMPMTF5IAAMK8","4","4","100.00%","0","0","0.00%","0","0","0.00%","1","","","","","","","","","","","","","","","","100","","","","","","","","0","","1","","1","","1","","1","","","","","","Never Blocked","",""
"AMPR904VJJFZY","https://gamma-requester.mturk.com/workers/AMPR904VJJFZY","2","2","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","100","","","","1","","","","","","","","","","","","","","1","","","","Never Blocked","",""
"AMSVPV5BX5XFO","https://gamma-requester.mturk.com/workers/AMSVPV5BX5XFO","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","Never Blocked","",""
"AMTTB8JUWRRM7","https://gamma-requester.mturk.com/workers/AMTTB8JUWRRM7","1","1","100.00%","0","0","0.00%","0","0","0.00%","1","","","","","","","","","","","","","","","","100","","","","","","","","0","","0","","","","","","","","","","1","","Never Blocked","",""
"AMX5R6NLYNA2K","https://gamma-requester.mturk.com/workers/AMX5R6NLYNA2K","1","1","100.00%","0","0","0.00%","0","0","0.00%","1","","","","","","","","","","","","","","","","100","","","","","","","","0","","0","","","","","","","","","","1","","Never Blocked","",""
"AMYURTQIMAC8T","https://gamma-requester.mturk.com/workers/AMYURTQIMAC8T","1","1","100.00%","0","0","0.00%","0","0","0.00%","1","","","","","","","","","","","","","","","","100","","","","","","","","0","","0","","","","","","","","","","1","","Never Blocked","",""
"AMYYL67LDKPDA","https://gamma-requester.mturk.com/workers/AMYYL67LDKPDA","1","1","100.00%","0","0","0.00%","0","0","0.00%","1","","","","","","","","","","","","","","","","100","","","","","","","","0","","0","","","","","","","","","","","","Never Blocked","",""
"AN4P0SU1YSPF2","https://gamma-requester.mturk.com/workers/AN4P0SU1YSPF2","3","2","66.67%","0","0","0.00%","0","0","0.00%","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","Never Blocked","",""
"AN7Z42U38BCQT","https://gamma-requester.mturk.com/workers/AN7Z42U38BCQT","3","3","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","1","","100","","","","","","1","","","","","","","","","","","","","","","","Never Blocked","",""
"AN8NGM6DYFWGW","https://gamma-requester.mturk.com/workers/AN8NGM6DYFWGW","1","1","100.00%","0","0","0.00%","0","0","0.00%","1","","","","","","","","","","","","","","","","100","","","","","","","","0","","0","","","","","","","","","","","","Never Blocked","",""
"ANDJL5986AUAF","https://gamma-requester.mturk.com/workers/ANDJL5986AUAF","4","4","100.00%","1","1","100.00%","0","0","0.00%","","","","","","","","","","","","","1","","1","","","","","","","","1","","","","","","","","","","","","","","","","Never Blocked","",""
"ANKAVDAQ2LW1T","https://gamma-requester.mturk.com/workers/ANKAVDAQ2LW1T","1","1","100.00%","0","0","0.00%","0","0","0.00%","1","","","","","","","","","","","","","","","","100","","","","","","","","0","","0","","","","","","","","","","1","","Never Blocked","",""
"ANLHIS7CZAZVQ","https://gamma-requester.mturk.com/workers/ANLHIS7CZAZVQ","1","1","100.00%","0","0","0.00%","0","0","0.00%","1","","","","","","","","","","","","","","","","100","","","","","","","","0","","0","","","","","","","","","","1","","Never Blocked","",""
"ANONYKAVCEV2H","https://gamma-requester.mturk.com/workers/ANONYKAVCEV2H","1","1","100.00%","0","0","0.00%","0","0","0.00%","1","","","","","","","","","","","","","","","","100","","","","","","","","0","","0","","","","","","","","","","1","","Never Blocked","",""
"ANPCXN619ACW9","https://gamma-requester.mturk.com/workers/ANPCXN619ACW9","4","4","100.00%","0","0","0.00%","0","0","0.00%","1","","","","","","","","","","","","","","","","100","","","","","","","","0","","1","","1","","1","","1","","","","","","Never Blocked","",""
"ANR7CB2MLJAWA","https://gamma-requester.mturk.com/workers/ANR7CB2MLJAWA","1","1","100.00%","0","0","0.00%","0","0","0.00%","1","","","","","","","","","","","","","","","","100","","","","","","","","0","","0","","","","","","","","","","1","","Never Blocked","",""
"ANSK1GTG46KS3","https://gamma-requester.mturk.com/workers/ANSK1GTG46KS3","3","3","100.00%","0","0","0.00%","0","0","0.00%","1","","","","","","","","","","","","","","","","100","","","","","","","","0","","0","","1","","1","","1","","","","","","Never Blocked","",""
"ANT3QZOTL58V4","https://gamma-requester.mturk.com/workers/ANT3QZOTL58V4","1","1","100.00%","0","0","0.00%","0","0","0.00%","1","","","","","","","","","","","","","","","","100","","","","","","","","0","","0","","","","","","","","","","1","","Never Blocked","",""
"ANVRXNVRIH75V","https://gamma-requester.mturk.com/workers/ANVRXNVRIH75V","1","1","100.00%","0","0","0.00%","0","0","0.00%","1","","","","","","","","","","","","","","","","100","","","","","","","","0","","0","","","","","","","","","","","","Never Blocked","",""
"ANWY0TG55MWW9","https://gamma-requester.mturk.com/workers/ANWY0TG55MWW9","4","4","100.00%","0","0","0.00%","0","0","0.00%","1","","","","","","","","","","","","","","","","100","","","","","","","","0","","1","","1","","1","","1","","","","","","Never Blocked","",""
"ANX6Q4NMZL8EI","https://gamma-requester.mturk.com/workers/ANX6Q4NMZL8EI","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","1","","","","","","","","1","","","","","","","","","","","","","","","","Never Blocked","",""
"AO32GL5867YY7","https://gamma-requester.mturk.com/workers/AO32GL5867YY7","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"AO6JZCCNF0LFS","https://gamma-requester.mturk.com/workers/AO6JZCCNF0LFS","3","3","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","1","","","","","","","","1","","","","","","","","","","","","","","","","Never Blocked","",""
"AO89AP6IHUTBW","https://gamma-requester.mturk.com/workers/AO89AP6IHUTBW","2","1","50.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","1","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"AOAA4TRH6LCKJ","https://gamma-requester.mturk.com/workers/AOAA4TRH6LCKJ","1","1","100.00%","0","0","0.00%","0","0","0.00%","1","","","","","","","","","","","","","","","","100","","","","","","","","0","","0","","","","","","","","","","","","Never Blocked","",""
"AOAZMLP27GD81","https://gamma-requester.mturk.com/workers/AOAZMLP27GD81","1","1","100.00%","0","0","0.00%","0","0","0.00%","1","","","","","","","","","","","","","","","","100","","","","","","","","0","","0","","","","","","","","","","1","","Never Blocked","",""
"AOCQ83IC3FRUQ","https://gamma-requester.mturk.com/workers/AOCQ83IC3FRUQ","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","100","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"AOEEH4KDWSXYJ","https://gamma-requester.mturk.com/workers/AOEEH4KDWSXYJ","4","4","100.00%","0","0","0.00%","0","0","0.00%","1","","","","","","","","","","","","","","","","100","","","","","","","","0","","1","","1","","1","","1","","","","","","Never Blocked","",""
"AOGUVIIJIXYO3","https://gamma-requester.mturk.com/workers/AOGUVIIJIXYO3","0","0","0.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"AOI6OCXVWYBX1","https://gamma-requester.mturk.com/workers/AOI6OCXVWYBX1","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","100","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"AOIR8V07FYMH5","https://gamma-requester.mturk.com/workers/AOIR8V07FYMH5","1","1","100.00%","0","0","0.00%","0","0","0.00%","1","","","","","","","","","","","","","","","","100","","","","","","","","0","","0","","","","","","","","","","1","","Never Blocked","",""
"AOJJK61F8QF22","https://gamma-requester.mturk.com/workers/AOJJK61F8QF22","4","4","100.00%","0","0","0.00%","0","0","0.00%","1","","","","","","","","","","","","","","","","100","","","","","","","","0","","1","","1","","1","","1","","","","","","Never Blocked","",""
"AOJVF3SCCC5DP","https://gamma-requester.mturk.com/workers/AOJVF3SCCC5DP","1","1","100.00%","0","0","0.00%","0","0","0.00%","1","","","","","","","","","","","","","","","","100","","","","","","","","0","","0","","","","","","","","","","1","","Never Blocked","",""
"AOLFZD94CL1HS","https://gamma-requester.mturk.com/workers/AOLFZD94CL1HS","1","1","100.00%","0","0","0.00%","0","0","0.00%","1","","","","","","","","","","","","","","","","100","","","","","","","","0","","0","","","","","","","","","","1","","Never Blocked","",""
"AOMSOIGOYPFXX","https://gamma-requester.mturk.com/workers/AOMSOIGOYPFXX","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","Never Blocked","",""
"AOMYFDVVIRWN2","https://gamma-requester.mturk.com/workers/AOMYFDVVIRWN2","3","3","100.00%","1","1","100.00%","0","0","0.00%","","","","","","","","","","","","","1","","","","1","","","","","","","","","","","","","","","","","","1","","","","Never Blocked","",""
"AOOGCOBAZBWJ2","https://gamma-requester.mturk.com/workers/AOOGCOBAZBWJ2","1","1","100.00%","0","0","0.00%","0","0","0.00%","1","","","","","","","","","","","","","","","","100","","","","","","","","0","","0","","","","","","","","","","1","","Never Blocked","",""
"AOOLS8280CL0Z","https://gamma-requester.mturk.com/workers/AOOLS8280CL0Z","4","4","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","1","","","","","","","","1","","100","","","","","","1","","","","","","","","","","","","1","","","","Never Blocked","",""
"AOOU57BC3GK9J","https://gamma-requester.mturk.com/workers/AOOU57BC3GK9J","2","2","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","1","","","","","","1","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"AOQC2B77YF8ON","https://gamma-requester.mturk.com/workers/AOQC2B77YF8ON","1","1","100.00%","0","0","0.00%","0","0","0.00%","1","","","","","","","","","","","","","","","","100","","","","","","","","0","","0","","","","","","","","","","1","","Never Blocked","",""
"AOQP9IL4MK3ZQ","https://gamma-requester.mturk.com/workers/AOQP9IL4MK3ZQ","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"AORCVD8QSRCI2","https://gamma-requester.mturk.com/workers/AORCVD8QSRCI2","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"AOS2PVHT2HYTL","https://gamma-requester.mturk.com/workers/AOS2PVHT2HYTL","4","4","100.00%","0","0","0.00%","0","0","0.00%","1","","","","","","","","","","","","","","","","100","","","","","","","","0","","0","","1","","1","","1","","","","","","Never Blocked","",""
"AOTQI7L5X0KR7","https://gamma-requester.mturk.com/workers/AOTQI7L5X0KR7","1","1","100.00%","0","0","0.00%","0","0","0.00%","1","","","","","","","","","","","","","","","","100","","","","","","","","0","","0","","","","","","","","","","1","","Never Blocked","",""
"AOTSROWZG1XS1","https://gamma-requester.mturk.com/workers/AOTSROWZG1XS1","3","3","100.00%","0","0","0.00%","0","0","0.00%","1","","","","","","","","","","","","","","","","100","","","","","","","","0","","0","","1","","1","","1","","","","","","Never Blocked","",""
"AOWTBF2L04ENM","https://gamma-requester.mturk.com/workers/AOWTBF2L04ENM","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","1","","","","","","","","1","","","","","","","","","","","","","","","","Never Blocked","",""
"AOYDGVOZUIHII","https://gamma-requester.mturk.com/workers/AOYDGVOZUIHII","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"AP1QA4DM6O1G8","https://gamma-requester.mturk.com/workers/AP1QA4DM6O1G8","0","0","0.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"AP43EYS9D1Z9E","https://gamma-requester.mturk.com/workers/AP43EYS9D1Z9E","3","3","100.00%","0","0","0.00%","0","0","0.00%","1","","","","","","","","","","","","","","","","100","","","","","","","","0","","0","","1","","1","","1","","","","","","Never Blocked","",""
"AP60DZINXAPCI","https://gamma-requester.mturk.com/workers/AP60DZINXAPCI","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"APB33P7IQEEWK","https://gamma-requester.mturk.com/workers/APB33P7IQEEWK","1","1","100.00%","0","0","0.00%","0","0","0.00%","1","","","","","","","","","","","","","","","","100","","","","","","","","0","","0","","","","","","1","","","","","","Never Blocked","",""
"APFMA1DN6JR1P","https://gamma-requester.mturk.com/workers/APFMA1DN6JR1P","1","1","100.00%","0","0","0.00%","0","0","0.00%","1","","","","","","","","","","","","","","","","100","","","","","","","","0","","0","","","","","","","","","","1","","Never Blocked","",""
"APGX2WZ59OWDN","https://gamma-requester.mturk.com/workers/APGX2WZ59OWDN","1","1","100.00%","0","0","0.00%","0","0","0.00%","1","","","","","","","","","","","","","","","","100","","","","","","","","0","","0","","","","","","","","","","1","","Never Blocked","",""
"API7K4R8MF7VD","https://gamma-requester.mturk.com/workers/API7K4R8MF7VD","1","1","100.00%","0","0","0.00%","0","0","0.00%","1","","","","","","","","","","","","","","","","100","","","","","","","","0","","0","","","","","","1","","","","","","Never Blocked","",""
"API8ZXST4JH3X","https://gamma-requester.mturk.com/workers/API8ZXST4JH3X","1","0","0.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"APJ9GE2T8SMGO","https://gamma-requester.mturk.com/workers/APJ9GE2T8SMGO","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
