,Worker ID,Link to Individual Worker Page,Number of HITs approved or rejected - Lifetime,Number of HITs approved - Lifetime,Your Lifetime approval rate,Number of HITs approved or rejected - Last 30 days,Number of HITs approved - Last 30 days,Your Last 30 days approval rate,Number of HITs approved or rejected - Last 7 days,Number of HITs approved - Last 7 days,Your Last 7 days approval rate,CURRENT-took part in a tapseq task,UPDATE-took part in a tapseq task,CURRENT-participated in the past,UPDATE-participated in the past,CURRENT-eligible for next step memory rep,UPDATE-eligible for next step memory rep,CURRENT-eligible for memory testing 1 week,UPDATE-eligible for memory testing 1 week,CURRENT-completed memory rep,UPDATE-completed memory rep,CURRENT-completed memory encoding 24h,UPDATE-completed memory encoding 24h,CURRENT-completed encoding successfully ,UPDATE-completed encoding successfully ,CURRENT-completed day5,UPDATE-completed day5,CURRENT-completed day4,UPDATE-completed day4,CURRENT-completed day3,UPDATE-completed day3,CURRENT-completed day2,UPDATE-completed day2,CURRENT-completed day1,UPDATE-completed day1,CURRENT-Completed My Experiment Already,UPDATE-Completed My Experiment Already,CURRENT BlockStatus,UPDATE BlockStatus,BlockReason,demo_demo_accuracy,demo_arrow_correct,encoding_arrow_accuracy,testing_longest_response_strike,not_too_slow,not_too_Fast,sufficient_test_acc,WorkerId
1890,AJGWB4QGPJ4ZM,https://requester.mturk.com/workers/AJGWB4QGPJ4ZM,1,1,100.00%,0,0,0.00%,0,0,0.00%,1.0,,,,,,,,100.0,1,,,,,0.0,,0.0,,,,,,1.0,,,,Never Blocked,,,,,,,,,,
1891,AJKB6GCZQNDUI,https://requester.mturk.com/workers/AJKB6GCZQNDUI,1,1,100.00%,0,0,0.00%,0,0,0.00%,1.0,,,,,,,,100.0,1,,,,,0.0,,0.0,,,,,,,,1.0,,Never Blocked,,,,,,,,,,
1892,AJLWLN74AJRUF,https://requester.mturk.com/workers/AJLWLN74AJRUF,1,1,100.00%,0,0,0.00%,0,0,0.00%,1.0,,,,,,,,100.0,1,,,,,0.0,,0.0,,,,,,,,1.0,,Never Blocked,,,,,,,,,,
1893,AJM4334V07JDQ,https://requester.mturk.com/workers/AJM4334V07JDQ,1,1,100.00%,0,0,0.00%,0,0,0.00%,1.0,,,,,,,,100.0,1,,,,,0.0,,0.0,,,,,,,,1.0,,Never Blocked,,,,,,,,,,
1894,AJQGWGESKQT4Y,https://requester.mturk.com/workers/AJQGWGESKQT4Y,1,1,100.00%,0,0,0.00%,0,0,0.00%,1.0,,,,,,,,100.0,1,,,,,0.0,,0.0,,,,,,,,,,Never Blocked,,,,,,,,,,
1895,AJRY9ALX8069Y,https://requester.mturk.com/workers/AJRY9ALX8069Y,1,1,100.00%,0,0,0.00%,0,0,0.00%,1.0,,,,,,,,100.0,1,,,,,0.0,,0.0,,,,,,,,1.0,,Never Blocked,,,,,,,,,,
1896,AJT6QYZ30LU2L,https://requester.mturk.com/workers/AJT6QYZ30LU2L,1,1,100.00%,0,0,0.00%,0,0,0.00%,1.0,,,,,,,,100.0,1,,,,,0.0,,0.0,,,,,,,,1.0,,Never Blocked,,,,,,,,,,
1897,AJT7C07A187KA,https://requester.mturk.com/workers/AJT7C07A187KA,1,1,100.00%,0,0,0.00%,0,0,0.00%,,,,,,,,,100.0,1,,,,,,,,,,,,,,,,,Never Blocked,,,,,,,,,,
1898,AJTLLYV8O5FQU,https://requester.mturk.com/workers/AJTLLYV8O5FQU,4,4,100.00%,0,0,0.00%,0,0,0.00%,1.0,,,,,,,,100.0,1,,,,,0.0,,1.0,,1.0,,1.0,,1.0,,,,Never Blocked,,,,,,,,,,
1899,AJY73B73U0TG6,https://requester.mturk.com/workers/AJY73B73U0TG6,1,1,100.00%,0,0,0.00%,0,0,0.00%,,,,,,,,,100.0,1,,,,,,,,,,,,,,,,,Never Blocked,,,,,,,,,,
1900,AJZEXCH1TSUE1,https://requester.mturk.com/workers/AJZEXCH1TSUE1,1,1,100.00%,0,0,0.00%,0,0,0.00%,1.0,,,,,,,,100.0,1,,,,,0.0,,0.0,,,,,,,,,,Never Blocked,,,,,,,,,,
1901,AJZRDVBZ6TKGH,https://requester.mturk.com/workers/AJZRDVBZ6TKGH,1,1,100.00%,1,1,100.00%,1,1,100.00%,,,,,,,1.0,,,1,,,,,,,,,,,,,,,,,Never Blocked,,,True,True,True,True,True,True,False,AJZRDVBZ6TKGH
1902,AK1GE19RT3PK6,https://requester.mturk.com/workers/AK1GE19RT3PK6,5,5,100.00%,0,0,0.00%,0,0,0.00%,1.0,,,,,,,,100.0,1,,,,,1.0,,1.0,,1.0,,1.0,,1.0,,,,Never Blocked,,,,,,,,,,
1903,AK21UZISRI0ZB,https://requester.mturk.com/workers/AK21UZISRI0ZB,1,1,100.00%,0,0,0.00%,0,0,0.00%,1.0,,,,,,,,100.0,1,,,,,0.0,,0.0,,,,,,1.0,,,,Never Blocked,,,,,,,,,,
1904,AK2XJWYN3PF2V,https://requester.mturk.com/workers/AK2XJWYN3PF2V,1,1,100.00%,0,0,0.00%,0,0,0.00%,1.0,,,,,,,,100.0,1,,,,,0.0,,0.0,,,,,,1.0,,,,Never Blocked,,,,,,,,,,
1905,AK3H5QRAROFGP,https://requester.mturk.com/workers/AK3H5QRAROFGP,1,1,100.00%,1,1,100.00%,1,1,100.00%,,,,,,,1.0,,,1,,,,,,,,,,,,,,,,,Never Blocked,,,,,,,,,,
1906,AK4WAT44YKU7J,https://requester.mturk.com/workers/AK4WAT44YKU7J,2,2,100.00%,2,2,100.00%,0,0,0.00%,,,,,1.0,,,,1.0,1,,,,,,,,,,,,,,,,,Never Blocked,,,,,,,,,,
1907,AK52RXEJKR81A,https://requester.mturk.com/workers/AK52RXEJKR81A,2,2,100.00%,0,0,0.00%,0,0,0.00%,,,,,,,,,100.0,1,,,,,,,,,,,,,,,,,Never Blocked,,,,,,,,,,
1908,AK77EA1UZ8KJG,https://requester.mturk.com/workers/AK77EA1UZ8KJG,1,1,100.00%,0,0,0.00%,0,0,0.00%,1.0,,,,,,,,100.0,1,,,,,0.0,,0.0,,,,,,,,1.0,,Never Blocked,,,,,,,,,,
1909,AK7XRLA7FPKTL,https://requester.mturk.com/workers/AK7XRLA7FPKTL,1,1,100.00%,0,0,0.00%,0,0,0.00%,1.0,,,,,,,,100.0,1,,,,,0.0,,0.0,,,,,,,,,,Never Blocked,,,,,,,,,,
1910,AK8ONB60Q4RJ5,https://requester.mturk.com/workers/AK8ONB60Q4RJ5,1,1,100.00%,1,1,100.00%,1,1,100.00%,,,,,,,1.0,,,1,,,,,,,,,,,,,,,,,Never Blocked,,,True,True,True,True,True,True,False,AK8ONB60Q4RJ5
1911,AK8Y8ATX10ZWQ,https://requester.mturk.com/workers/AK8Y8ATX10ZWQ,1,1,100.00%,0,0,0.00%,0,0,0.00%,1.0,,,,,,,,100.0,1,,,,,0.0,,0.0,,,,,,,,1.0,,Never Blocked,,,,,,,,,,
1912,AKCAFGXSMNQOA,https://requester.mturk.com/workers/AKCAFGXSMNQOA,1,1,100.00%,0,0,0.00%,0,0,0.00%,1.0,,,,,,,,100.0,1,,,,,0.0,,0.0,,,,,,,,,,Never Blocked,,,,,,,,,,
1913,AKD7US6T0MSDE,https://requester.mturk.com/workers/AKD7US6T0MSDE,1,1,100.00%,0,0,0.00%,0,0,0.00%,1.0,,,,,,,,100.0,1,,,,,0.0,,0.0,,,,,,1.0,,,,Never Blocked,,,,,,,,,,
1914,AKG7VBOY97HKA,https://requester.mturk.com/workers/AKG7VBOY97HKA,1,1,100.00%,0,0,0.00%,0,0,0.00%,1.0,,,,,,,,100.0,1,,,,,0.0,,0.0,,,,,,1.0,,,,Never Blocked,,,,,,,,,,
1915,AKKYKO5L8Y9NV,https://requester.mturk.com/workers/AKKYKO5L8Y9NV,1,1,100.00%,0,0,0.00%,0,0,0.00%,1.0,,,,,,,,100.0,1,,,,,0.0,,0.0,,,,,,,,,,Never Blocked,,,,,,,,,,
1916,AKLG79EPGKTDP,https://requester.mturk.com/workers/AKLG79EPGKTDP,1,1,100.00%,0,0,0.00%,0,0,0.00%,1.0,,,,,,,,100.0,1,,,,,0.0,,0.0,,,,,,,,1.0,,Never Blocked,,,,,,,,,,
1917,AKLV0WIZZ356X,https://requester.mturk.com/workers/AKLV0WIZZ356X,1,1,100.00%,0,0,0.00%,0,0,0.00%,1.0,,,,,,,,100.0,1,,,,,0.0,,0.0,,,,,,,,,,Never Blocked,,,,,,,,,,
1918,AKMIORNF40ST7,https://requester.mturk.com/workers/AKMIORNF40ST7,2,2,100.00%,0,0,0.00%,0,0,0.00%,1.0,,,,,,,,100.0,1,,,,,0.0,,0.0,,,,1.0,,1.0,,,,Never Blocked,,,,,,,,,,
1919,AKNLD4GWEGW4U,https://requester.mturk.com/workers/AKNLD4GWEGW4U,1,1,100.00%,0,0,0.00%,0,0,0.00%,1.0,,,,,,,,100.0,1,,,,,0.0,,0.0,,,,,,,,,,Never Blocked,,,,,,,,,,
1920,AKNUBT0RBFIEN,https://requester.mturk.com/workers/AKNUBT0RBFIEN,1,1,100.00%,0,0,0.00%,0,0,0.00%,1.0,,,,,,,,100.0,1,,,,,0.0,,0.0,,,,,,,,1.0,,Never Blocked,,,,,,,,,,
1921,AKNYT1NTK2UFK,https://requester.mturk.com/workers/AKNYT1NTK2UFK,1,1,100.00%,0,0,0.00%,0,0,0.00%,1.0,,,,,,,,100.0,1,,,,,0.0,,0.0,,,,,,,,,,Never Blocked,,,,,,,,,,
1922,AKQAI78JTXXC9,https://requester.mturk.com/workers/AKQAI78JTXXC9,1,1,100.00%,0,0,0.00%,0,0,0.00%,1.0,,,,,,,,100.0,1,,,,,0.0,,0.0,,,,,,,,1.0,,Never Blocked,,,,,,,,,,
1923,AKSF4WKQEINIS,https://requester.mturk.com/workers/AKSF4WKQEINIS,1,1,100.00%,0,0,0.00%,0,0,0.00%,1.0,,,,,,,,100.0,1,,,,,0.0,,0.0,,,,,,,,1.0,,Never Blocked,,,,,,,,,,
1924,AKSQ73RWZ9428,https://requester.mturk.com/workers/AKSQ73RWZ9428,3,3,100.00%,0,0,0.00%,0,0,0.00%,1.0,,,,,,,,100.0,1,,,,,0.0,,0.0,,1.0,,1.0,,1.0,,,,Never Blocked,,,,,,,,,,
1925,AKWAO862UBFU1,https://requester.mturk.com/workers/AKWAO862UBFU1,0,0,0.00%,0,0,0.00%,0,0,0.00%,,,,,,,,,,1,,,,,,,,,,,,,,,,,Never Blocked,,,,,,,,,,
1926,AKWM0TYF6WNH5,https://requester.mturk.com/workers/AKWM0TYF6WNH5,1,1,100.00%,0,0,0.00%,0,0,0.00%,,,,,,,,,100.0,1,,,,,,,,,,,,,,,,,Never Blocked,,,,,,,,,,
1927,AKX9W0NF71OI7,https://requester.mturk.com/workers/AKX9W0NF71OI7,1,1,100.00%,0,0,0.00%,0,0,0.00%,1.0,,,,,,,,100.0,1,,,,,0.0,,0.0,,,,,,,,1.0,,Never Blocked,,,,,,,,,,
1928,AKZ8SFOAI4RZN,https://requester.mturk.com/workers/AKZ8SFOAI4RZN,1,1,100.00%,0,0,0.00%,0,0,0.00%,1.0,,,,,,,,100.0,1,,,,,0.0,,0.0,,,,,,,,1.0,,Never Blocked,,,,,,,,,,
1929,AKZUP3VY594E8,https://requester.mturk.com/workers/AKZUP3VY594E8,1,1,100.00%,0,0,0.00%,0,0,0.00%,1.0,,,,,,,,100.0,1,,,,,0.0,,0.0,,,,,,,,,,Never Blocked,,,,,,,,,,
1930,AL113DDABUJQ0,https://requester.mturk.com/workers/AL113DDABUJQ0,1,0,0.00%,1,0,0.00%,0,0,0.00%,,,,,,,,,1.0,1,,,,,,,,,,,,,,,,,Never Blocked,,,,,,,,,,
1931,AL59HC7UB4RT0,https://requester.mturk.com/workers/AL59HC7UB4RT0,1,1,100.00%,1,1,100.00%,0,0,0.00%,,,,,,,,,1.0,1,,,,,,,,,,,,,,,,,Never Blocked,,,,,,,,,,
1932,ALDAL97WR0CYZ,https://requester.mturk.com/workers/ALDAL97WR0CYZ,0,0,0.00%,0,0,0.00%,0,0,0.00%,,,,,,,,,,1,,,,,,,,,,,,,,,,,Never Blocked,,,,,,,,,,
1933,ALDQRWYZ8KQ9A,https://requester.mturk.com/workers/ALDQRWYZ8KQ9A,5,5,100.00%,0,0,0.00%,0,0,0.00%,1.0,,,,,,,,100.0,1,,,,,1.0,,1.0,,1.0,,1.0,,1.0,,,,Never Blocked,,,,,,,,,,
1934,ALEJV7D94ZLHF,https://requester.mturk.com/workers/ALEJV7D94ZLHF,1,1,100.00%,0,0,0.00%,0,0,0.00%,1.0,,,,,,,,100.0,1,,,,,0.0,,0.0,,,,,,,,1.0,,Never Blocked,,,,,,,,,,
1935,ALELJ2E7LX48W,https://requester.mturk.com/workers/ALELJ2E7LX48W,1,1,100.00%,1,1,100.00%,0,0,0.00%,,,,,,,,,,1,,,,,,,,,,,,,,,,,Never Blocked,,,,,,,,,,
1936,ALF9AAZGQP4K5,https://requester.mturk.com/workers/ALF9AAZGQP4K5,2,2,100.00%,0,0,0.00%,0,0,0.00%,1.0,,,,,,,,100.0,1,,,,,0.0,,0.0,,,,,,,,,,Never Blocked,,,,,,,,,,
1937,ALFHWKHPH59LX,https://requester.mturk.com/workers/ALFHWKHPH59LX,1,1,100.00%,0,0,0.00%,0,0,0.00%,1.0,,,,,,,,100.0,1,,,,,0.0,,0.0,,,,,,,,,,Never Blocked,,,,,,,,,,
1938,ALHBRVB7YJ7I0,https://requester.mturk.com/workers/ALHBRVB7YJ7I0,1,1,100.00%,0,0,0.00%,0,0,0.00%,1.0,,,,,,,,100.0,1,,,,,0.0,,0.0,,,,,,,,,,Never Blocked,,,,,,,,,,
1939,ALKF763KECU1H,https://requester.mturk.com/workers/ALKF763KECU1H,1,1,100.00%,0,0,0.00%,0,0,0.00%,1.0,,,,,,,,100.0,1,,,,,0.0,,0.0,,,,,,,,,,Never Blocked,,,,,,,,,,
1940,ALLGTQLERMXNL,https://requester.mturk.com/workers/ALLGTQLERMXNL,3,3,100.00%,0,0,0.00%,0,0,0.00%,1.0,,,,,,,,100.0,1,,,,,0.0,,0.0,,1.0,,1.0,,1.0,,,,Never Blocked,,,,,,,,,,
1941,ALMEM1C6U9JBG,https://requester.mturk.com/workers/ALMEM1C6U9JBG,1,1,100.00%,0,0,0.00%,0,0,0.00%,1.0,,,,,,,,100.0,1,,,,,0.0,,0.0,,,,,,,,1.0,,Never Blocked,,,,,,,,,,
1942,ALT6TQMZJKSFQ,https://requester.mturk.com/workers/ALT6TQMZJKSFQ,1,1,100.00%,0,0,0.00%,0,0,0.00%,1.0,,,,,,,,100.0,1,,,,,0.0,,0.0,,,,,,,,,,Never Blocked,,,,,,,,,,
1943,ALYR5CI2SM2JC,https://requester.mturk.com/workers/ALYR5CI2SM2JC,3,3,100.00%,0,0,0.00%,0,0,0.00%,1.0,,,,,,,,100.0,1,,,,,0.0,,0.0,,,,,,,,1.0,,Never Blocked,,,,,,,,,,
1944,ALZ24XBTJFV9Z,https://requester.mturk.com/workers/ALZ24XBTJFV9Z,1,1,100.00%,0,0,0.00%,0,0,0.00%,1.0,,,,,,,,100.0,1,,,,,0.0,,0.0,,,,,,,,1.0,,Never Blocked,,,,,,,,,,
1945,AM12C4SNH6C18,https://requester.mturk.com/workers/AM12C4SNH6C18,1,1,100.00%,0,0,0.00%,0,0,0.00%,1.0,,,,,,,,100.0,1,,,,,0.0,,0.0,,,,,,,,1.0,,Never Blocked,,,,,,,,,,
1946,AM2W23THD4CI7,https://requester.mturk.com/workers/AM2W23THD4CI7,2,2,100.00%,0,0,0.00%,0,0,0.00%,1.0,,,,,,,,100.0,1,,,,,0.0,,0.0,,,,1.0,,1.0,,,,Never Blocked,,,,,,,,,,
1947,AM2XPIQDRJN93,https://requester.mturk.com/workers/AM2XPIQDRJN93,1,1,100.00%,0,0,0.00%,0,0,0.00%,1.0,,,,,,,,100.0,1,,,,,0.0,,0.0,,,,,,,,1.0,,Never Blocked,,,,,,,,,,
1948,AM65LGXJBTJ0I,https://requester.mturk.com/workers/AM65LGXJBTJ0I,5,5,100.00%,0,0,0.00%,0,0,0.00%,1.0,,,,,,,,100.0,1,,,,,1.0,,1.0,,1.0,,1.0,,1.0,,,,Never Blocked,,,,,,,,,,
1949,AMA18W8F60Y2J,https://requester.mturk.com/workers/AMA18W8F60Y2J,1,1,100.00%,0,0,0.00%,0,0,0.00%,1.0,,,,,,,,100.0,1,,,,,0.0,,0.0,,,,,,1.0,,,,Never Blocked,,,,,,,,,,
1950,AMAEYJH3DWA1V,https://requester.mturk.com/workers/AMAEYJH3DWA1V,1,1,100.00%,1,1,100.00%,1,1,100.00%,,,,,,,1.0,,,1,,,,,,,,,,,,,,,,,Never Blocked,,,,,,,,,,
1951,AMAJ3Y94RRUHH,https://requester.mturk.com/workers/AMAJ3Y94RRUHH,1,1,100.00%,0,0,0.00%,0,0,0.00%,1.0,,,,,,,,100.0,1,,,,,0.0,,0.0,,,,,,,,1.0,,Never Blocked,,,,,,,,,,
1952,AMEBLCWTZKLS2,https://requester.mturk.com/workers/AMEBLCWTZKLS2,2,2,100.00%,2,2,100.00%,0,0,0.00%,,,,,1.0,,,,1.0,1,,,,,,,,,,,,,,,,,Never Blocked,,,,,,,,,,
1953,AMGGOEFKJL8K0,https://requester.mturk.com/workers/AMGGOEFKJL8K0,1,1,100.00%,0,0,0.00%,0,0,0.00%,1.0,,,,,,,,100.0,1,,,,,0.0,,0.0,,,,,,,,,,Never Blocked,,,,,,,,,,
1954,AMHUDJ44HF1ZH,https://requester.mturk.com/workers/AMHUDJ44HF1ZH,1,1,100.00%,0,0,0.00%,0,0,0.00%,1.0,,,,,,,,100.0,1,,,,,0.0,,0.0,,,,,,,,1.0,,Never Blocked,,,,,,,,,,
1955,AMI4OR8CUAIED,https://requester.mturk.com/workers/AMI4OR8CUAIED,1,1,100.00%,0,0,0.00%,0,0,0.00%,1.0,,,,,,,,100.0,1,,,,,0.0,,0.0,,,,,,,,1.0,,Never Blocked,,,,,,,,,,
1956,AMI8H1U9OH4SM,https://requester.mturk.com/workers/AMI8H1U9OH4SM,1,1,100.00%,0,0,0.00%,0,0,0.00%,1.0,,,,,,,,100.0,1,,,,,0.0,,0.0,,,,,,1.0,,,,Never Blocked,,,,,,,,,,
1957,AMJI9ZYZWFH5I,https://requester.mturk.com/workers/AMJI9ZYZWFH5I,1,1,100.00%,0,0,0.00%,0,0,0.00%,1.0,,,,,,,,100.0,1,,,,,0.0,,0.0,,,,,,,,,,Never Blocked,,,,,,,,,,
1958,AMLFALV5AFXNJ,https://requester.mturk.com/workers/AMLFALV5AFXNJ,2,1,50.00%,2,1,50.00%,0,0,0.00%,,,,,,,1.0,,1.0,1,,,,,,,,,,,,,,,,,Never Blocked,,,,,,,,,,
1959,AMNRYECHXZY34,https://requester.mturk.com/workers/AMNRYECHXZY34,1,1,100.00%,0,0,0.00%,0,0,0.00%,1.0,,,,,,,,100.0,1,,,,,0.0,,0.0,,,,,,,,,,Never Blocked,,,,,,,,,,
1960,AMPMTF5IAAMK8,https://requester.mturk.com/workers/AMPMTF5IAAMK8,4,4,100.00%,0,0,0.00%,0,0,0.00%,1.0,,,,,,,,100.0,1,,,,,0.0,,1.0,,1.0,,1.0,,1.0,,,,Never Blocked,,,,,,,,,,
1961,AMPR904VJJFZY,https://requester.mturk.com/workers/AMPR904VJJFZY,1,1,100.00%,0,0,0.00%,0,0,0.00%,,,,,,,,,100.0,1,,,,,,,,,,,,,,,,,Never Blocked,,,,,,,,,,
1962,AMTTB8JUWRRM7,https://requester.mturk.com/workers/AMTTB8JUWRRM7,1,1,100.00%,0,0,0.00%,0,0,0.00%,1.0,,,,,,,,100.0,1,,,,,0.0,,0.0,,,,,,,,1.0,,Never Blocked,,,,,,,,,,
1963,AMX5R6NLYNA2K,https://requester.mturk.com/workers/AMX5R6NLYNA2K,1,1,100.00%,0,0,0.00%,0,0,0.00%,1.0,,,,,,,,100.0,1,,,,,0.0,,0.0,,,,,,,,1.0,,Never Blocked,,,,,,,,,,
1964,AMYURTQIMAC8T,https://requester.mturk.com/workers/AMYURTQIMAC8T,1,1,100.00%,0,0,0.00%,0,0,0.00%,1.0,,,,,,,,100.0,1,,,,,0.0,,0.0,,,,,,,,1.0,,Never Blocked,,,,,,,,,,
1965,AMYYL67LDKPDA,https://requester.mturk.com/workers/AMYYL67LDKPDA,1,1,100.00%,0,0,0.00%,0,0,0.00%,1.0,,,,,,,,100.0,1,,,,,0.0,,0.0,,,,,,,,,,Never Blocked,,,,,,,,,,
1966,AN7Z42U38BCQT,https://requester.mturk.com/workers/AN7Z42U38BCQT,1,1,100.00%,0,0,0.00%,0,0,0.00%,,,,,,,,,100.0,1,,,,,,,,,,,,,,,,,Never Blocked,,,,,,,,,,
1967,AN8NGM6DYFWGW,https://requester.mturk.com/workers/AN8NGM6DYFWGW,1,1,100.00%,0,0,0.00%,0,0,0.00%,1.0,,,,,,,,100.0,1,,,,,0.0,,0.0,,,,,,,,,,Never Blocked,,,,,,,,,,
1968,ANKAVDAQ2LW1T,https://requester.mturk.com/workers/ANKAVDAQ2LW1T,1,1,100.00%,0,0,0.00%,0,0,0.00%,1.0,,,,,,,,100.0,1,,,,,0.0,,0.0,,,,,,,,1.0,,Never Blocked,,,,,,,,,,
1969,ANLHIS7CZAZVQ,https://requester.mturk.com/workers/ANLHIS7CZAZVQ,1,1,100.00%,0,0,0.00%,0,0,0.00%,1.0,,,,,,,,100.0,1,,,,,0.0,,0.0,,,,,,,,1.0,,Never Blocked,,,,,,,,,,
1970,ANONYKAVCEV2H,https://requester.mturk.com/workers/ANONYKAVCEV2H,1,1,100.00%,0,0,0.00%,0,0,0.00%,1.0,,,,,,,,100.0,1,,,,,0.0,,0.0,,,,,,,,1.0,,Never Blocked,,,,,,,,,,
1971,ANPCXN619ACW9,https://requester.mturk.com/workers/ANPCXN619ACW9,4,4,100.00%,0,0,0.00%,0,0,0.00%,1.0,,,,,,,,100.0,1,,,,,0.0,,1.0,,1.0,,1.0,,1.0,,,,Never Blocked,,,,,,,,,,
1972,ANR7CB2MLJAWA,https://requester.mturk.com/workers/ANR7CB2MLJAWA,1,1,100.00%,0,0,0.00%,0,0,0.00%,1.0,,,,,,,,100.0,1,,,,,0.0,,0.0,,,,,,,,1.0,,Never Blocked,,,,,,,,,,
1973,ANSK1GTG46KS3,https://requester.mturk.com/workers/ANSK1GTG46KS3,3,3,100.00%,0,0,0.00%,0,0,0.00%,1.0,,,,,,,,100.0,1,,,,,0.0,,0.0,,1.0,,1.0,,1.0,,,,Never Blocked,,,,,,,,,,
1974,ANT3QZOTL58V4,https://requester.mturk.com/workers/ANT3QZOTL58V4,1,1,100.00%,0,0,0.00%,0,0,0.00%,1.0,,,,,,,,100.0,1,,,,,0.0,,0.0,,,,,,,,1.0,,Never Blocked,,,,,,,,,,
1975,ANVRXNVRIH75V,https://requester.mturk.com/workers/ANVRXNVRIH75V,1,1,100.00%,0,0,0.00%,0,0,0.00%,1.0,,,,,,,,100.0,1,,,,,0.0,,0.0,,,,,,,,,,Never Blocked,,,,,,,,,,
1976,ANWY0TG55MWW9,https://requester.mturk.com/workers/ANWY0TG55MWW9,4,4,100.00%,0,0,0.00%,0,0,0.00%,1.0,,,,,,,,100.0,1,,,,,0.0,,1.0,,1.0,,1.0,,1.0,,,,Never Blocked,,,,,,,,,,
1977,AO89AP6IHUTBW,https://requester.mturk.com/workers/AO89AP6IHUTBW,2,1,50.00%,2,1,50.00%,0,0,0.00%,,,,,1.0,,,,1.0,1,,,,,,,,,,,,,,,,,Never Blocked,,,,,,,,,,
1978,AOAA4TRH6LCKJ,https://requester.mturk.com/workers/AOAA4TRH6LCKJ,1,1,100.00%,0,0,0.00%,0,0,0.00%,1.0,,,,,,,,100.0,1,,,,,0.0,,0.0,,,,,,,,,,Never Blocked,,,,,,,,,,
1979,AOAZMLP27GD81,https://requester.mturk.com/workers/AOAZMLP27GD81,1,1,100.00%,0,0,0.00%,0,0,0.00%,1.0,,,,,,,,100.0,1,,,,,0.0,,0.0,,,,,,,,1.0,,Never Blocked,,,,,,,,,,
1980,AOCQ83IC3FRUQ,https://requester.mturk.com/workers/AOCQ83IC3FRUQ,1,1,100.00%,0,0,0.00%,0,0,0.00%,,,,,,,,,100.0,1,,,,,,,,,,,,,,,,,Never Blocked,,,,,,,,,,
1981,AOEEH4KDWSXYJ,https://requester.mturk.com/workers/AOEEH4KDWSXYJ,4,4,100.00%,0,0,0.00%,0,0,0.00%,1.0,,,,,,,,100.0,1,,,,,0.0,,1.0,,1.0,,1.0,,1.0,,,,Never Blocked,,,,,,,,,,
1982,AOI6OCXVWYBX1,https://requester.mturk.com/workers/AOI6OCXVWYBX1,1,1,100.00%,0,0,0.00%,0,0,0.00%,,,,,,,,,100.0,1,,,,,,,,,,,,,,,,,Never Blocked,,,,,,,,,,
1983,AOIR8V07FYMH5,https://requester.mturk.com/workers/AOIR8V07FYMH5,1,1,100.00%,0,0,0.00%,0,0,0.00%,1.0,,,,,,,,100.0,1,,,,,0.0,,0.0,,,,,,,,1.0,,Never Blocked,,,,,,,,,,
1984,AOJJK61F8QF22,https://requester.mturk.com/workers/AOJJK61F8QF22,4,4,100.00%,0,0,0.00%,0,0,0.00%,1.0,,,,,,,,100.0,1,,,,,0.0,,1.0,,1.0,,1.0,,1.0,,,,Never Blocked,,,,,,,,,,
1985,AOJVF3SCCC5DP,https://requester.mturk.com/workers/AOJVF3SCCC5DP,1,1,100.00%,0,0,0.00%,0,0,0.00%,1.0,,,,,,,,100.0,1,,,,,0.0,,0.0,,,,,,,,1.0,,Never Blocked,,,,,,,,,,
1986,AOLFZD94CL1HS,https://requester.mturk.com/workers/AOLFZD94CL1HS,1,1,100.00%,0,0,0.00%,0,0,0.00%,1.0,,,,,,,,100.0,1,,,,,0.0,,0.0,,,,,,,,1.0,,Never Blocked,,,,,,,,,,
1987,AOOGCOBAZBWJ2,https://requester.mturk.com/workers/AOOGCOBAZBWJ2,1,1,100.00%,0,0,0.00%,0,0,0.00%,1.0,,,,,,,,100.0,1,,,,,0.0,,0.0,,,,,,,,1.0,,Never Blocked,,,,,,,,,,
1988,AOOLS8280CL0Z,https://requester.mturk.com/workers/AOOLS8280CL0Z,1,1,100.00%,0,0,0.00%,0,0,0.00%,,,,,,,,,100.0,1,,,,,,,,,,,,,,,,,Never Blocked,,,,,,,,,,
1989,AOQC2B77YF8ON,https://requester.mturk.com/workers/AOQC2B77YF8ON,1,1,100.00%,0,0,0.00%,0,0,0.00%,1.0,,,,,,,,100.0,1,,,,,0.0,,0.0,,,,,,,,1.0,,Never Blocked,,,,,,,,,,
1990,AOQP9IL4MK3ZQ,https://requester.mturk.com/workers/AOQP9IL4MK3ZQ,1,1,100.00%,0,0,0.00%,0,0,0.00%,,,,,,,,,,1,,,,,,,,,,,,,,,,,Never Blocked,,,,,,,,,,
1991,AOS2PVHT2HYTL,https://requester.mturk.com/workers/AOS2PVHT2HYTL,4,4,100.00%,0,0,0.00%,0,0,0.00%,1.0,,,,,,,,100.0,1,,,,,0.0,,0.0,,1.0,,1.0,,1.0,,,,Never Blocked,,,,,,,,,,
1992,AOTQI7L5X0KR7,https://requester.mturk.com/workers/AOTQI7L5X0KR7,1,1,100.00%,0,0,0.00%,0,0,0.00%,1.0,,,,,,,,100.0,1,,,,,0.0,,0.0,,,,,,,,1.0,,Never Blocked,,,,,,,,,,
1993,AOTSROWZG1XS1,https://requester.mturk.com/workers/AOTSROWZG1XS1,3,3,100.00%,0,0,0.00%,0,0,0.00%,1.0,,,,,,,,100.0,1,,,,,0.0,,0.0,,1.0,,1.0,,1.0,,,,Never Blocked,,,,,,,,,,
